,State,Year,Month,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
466,AK,2018,December,Cocaine (T40.5),10,100.0,0.0,Alaska,10
467,AK,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",46,100.0,0.0,Alaska,46
469,AK,2018,February,Psychostimulants with abuse potential (T43.6),56,100.0,0.0,Alaska,57
470,AK,2018,February,"Synthetic opioids, excl. methadone (T40.4)",38,100.0,0.0,Alaska,38
471,AK,2018,February,"Opioids (T40.0-T40.4,T40.6)",102,100.0,0.0,Alaska,102
473,AK,2018,February,Heroin (T40.1),37,100.0,0.0,Alaska,37
474,AK,2018,February,Methadone (T40.3),10,100.0,0.0,Alaska,11
475,AK,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",54,100.0,0.0,Alaska,54
476,AK,2018,February,Natural & semi-synthetic opioids (T40.2),48,100.0,0.0,Alaska,48
477,AK,2018,February,Cocaine (T40.5),14,100.0,0.0,Alaska,14
478,AK,2018,February,Number of Drug Overdose Deaths,139,100.0,0.0,Alaska,139
479,AK,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",80,100.0,0.0,Alaska,80
481,AK,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",51,100.0,0.0,Alaska,51
482,AK,2018,January,Psychostimulants with abuse potential (T43.6),59,100.0,0.0,Alaska,60
483,AK,2018,January,"Synthetic opioids, excl. methadone (T40.4)",38,100.0,0.0,Alaska,38
485,AK,2018,January,Number of Drug Overdose Deaths,138,100.0,0.0,Alaska,138
486,AK,2018,January,"Opioids (T40.0-T40.4,T40.6)",100,100.0,0.0,Alaska,100
488,AK,2018,January,Heroin (T40.1),36,100.0,0.0,Alaska,36
489,AK,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",77,100.0,0.0,Alaska,77
490,AK,2018,January,Cocaine (T40.5),16,100.0,0.0,Alaska,16
491,AK,2018,January,Natural & semi-synthetic opioids (T40.2),46,100.0,0.0,Alaska,46
492,AK,2018,July,"Opioids (T40.0-T40.4,T40.6)",76,100.0,0.0,Alaska,76
493,AK,2018,July,Number of Drug Overdose Deaths,116,100.0,0.0,Alaska,116
495,AK,2018,July,Natural & semi-synthetic opioids (T40.2),38,100.0,0.0,Alaska,38
496,AK,2018,July,"Synthetic opioids, excl. methadone (T40.4)",22,100.0,0.0,Alaska,22
497,AK,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43,100.0,0.0,Alaska,43
498,AK,2018,July,Heroin (T40.1),26,100.0,0.0,Alaska,26
500,AK,2018,July,Psychostimulants with abuse potential (T43.6),50,100.0,0.0,Alaska,51
503,AK,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",59,100.0,0.0,Alaska,59
505,AK,2018,June,Heroin (T40.1),31,100.0,0.0,Alaska,31
507,AK,2018,June,Psychostimulants with abuse potential (T43.6),55,100.0,0.0,Alaska,56
508,AK,2018,June,Number of Drug Overdose Deaths,125,100.0,0.0,Alaska,125
509,AK,2018,June,Cocaine (T40.5),10,100.0,0.0,Alaska,10
510,AK,2018,June,"Synthetic opioids, excl. methadone (T40.4)",24,100.0,0.0,Alaska,24
511,AK,2018,June,"Opioids (T40.0-T40.4,T40.6)",85,100.0,0.0,Alaska,85
512,AK,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",65,100.0,0.0,Alaska,65
513,AK,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48,100.0,0.0,Alaska,48
514,AK,2018,June,Natural & semi-synthetic opioids (T40.2),43,100.0,0.0,Alaska,43
515,AK,2018,June,Methadone (T40.3),10,100.0,0.0,Alaska,11
517,AK,2018,March,"Opioids (T40.0-T40.4,T40.6)",101,100.0,0.0,Alaska,101
518,AK,2018,March,Number of Drug Overdose Deaths,136,100.0,0.0,Alaska,136
519,AK,2018,March,Cocaine (T40.5),13,100.0,0.0,Alaska,13
521,AK,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",53,100.0,0.0,Alaska,53
522,AK,2018,March,Natural & semi-synthetic opioids (T40.2),47,100.0,0.0,Alaska,47
523,AK,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",79,100.0,0.0,Alaska,79
524,AK,2018,March,"Synthetic opioids, excl. methadone (T40.4)",38,100.0,0.0,Alaska,38
525,AK,2018,March,Methadone (T40.3),10,100.0,0.0,Alaska,11
526,AK,2018,March,Psychostimulants with abuse potential (T43.6),56,100.0,0.0,Alaska,57
527,AK,2018,March,Heroin (T40.1),35,100.0,0.0,Alaska,35
528,AK,2018,May,"Synthetic opioids, excl. methadone (T40.4)",27,100.0,0.0,Alaska,27
530,AK,2018,May,Psychostimulants with abuse potential (T43.6),55,100.0,0.0,Alaska,56
532,AK,2018,May,Heroin (T40.1),33,100.0,0.0,Alaska,33
533,AK,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48,100.0,0.0,Alaska,48
534,AK,2018,May,"Opioids (T40.0-T40.4,T40.6)",88,100.0,0.0,Alaska,88
535,AK,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",67,100.0,0.0,Alaska,67
536,AK,2018,May,Cocaine (T40.5),12,100.0,0.0,Alaska,12
538,AK,2018,May,Number of Drug Overdose Deaths,126,100.0,0.0,Alaska,126
539,AK,2018,May,Natural & semi-synthetic opioids (T40.2),43,100.0,0.0,Alaska,43
541,AK,2018,November,"Opioids (T40.0-T40.4,T40.6)",68,100.0,0.0,Alaska,68
542,AK,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",38,100.0,0.0,Alaska,38
544,AK,2018,November,"Synthetic opioids, excl. methadone (T40.4)",19,100.0,0.0,Alaska,19
546,AK,2018,November,Number of Drug Overdose Deaths,106,100.0,0.0,Alaska,106
547,AK,2018,November,Psychostimulants with abuse potential (T43.6),48,100.0,0.0,Alaska,49
548,AK,2018,November,Natural & semi-synthetic opioids (T40.2),34,100.0,0.0,Alaska,34
549,AK,2018,November,Cocaine (T40.5),10,100.0,0.0,Alaska,10
550,AK,2018,November,Heroin (T40.1),28,100.0,0.0,Alaska,28
551,AK,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",50,100.0,0.0,Alaska,50
552,AK,2018,October,Psychostimulants with abuse potential (T43.6),42,100.0,0.0,Alaska,43
555,AK,2018,October,"Opioids (T40.0-T40.4,T40.6)",65,100.0,0.0,Alaska,65
557,AK,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",48,100.0,0.0,Alaska,48
558,AK,2018,October,"Synthetic opioids, excl. methadone (T40.4)",18,100.0,0.0,Alaska,18
559,AK,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",36,100.0,0.0,Alaska,36
560,AK,2018,October,Number of Drug Overdose Deaths,99,100.0,0.0,Alaska,99
561,AK,2018,October,Natural & semi-synthetic opioids (T40.2),31,100.0,0.0,Alaska,31
562,AK,2018,October,Heroin (T40.1),24,100.0,0.0,Alaska,24
565,AK,2018,September,"Synthetic opioids, excl. methadone (T40.4)",16,100.0,0.0,Alaska,16
566,AK,2018,September,Heroin (T40.1),24,100.0,0.0,Alaska,24
569,AK,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",36,100.0,0.0,Alaska,36
570,AK,2018,September,Psychostimulants with abuse potential (T43.6),44,100.0,0.0,Alaska,45
571,AK,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",48,100.0,0.0,Alaska,48
572,AK,2018,September,Natural & semi-synthetic opioids (T40.2),31,100.0,0.0,Alaska,31
574,AK,2018,September,"Opioids (T40.0-T40.4,T40.6)",65,100.0,0.0,Alaska,65
575,AK,2018,September,Number of Drug Overdose Deaths,100,100.0,0.0,Alaska,100
577,AK,2019,April,Natural & semi-synthetic opioids (T40.2),44,100.0,0.0,Alaska,45
580,AK,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",45,100.0,0.0,Alaska,46
581,AK,2019,April,"Synthetic opioids, excl. methadone (T40.4)",19,100.0,0.0,Alaska,20
582,AK,2019,April,"Opioids (T40.0-T40.4,T40.6)",78,100.0,0.0,Alaska,78
583,AK,2019,April,Heroin (T40.1),35,100.0,0.0,Alaska,35
584,AK,2019,April,Number of Drug Overdose Deaths,119,100.0,0.0,Alaska,119
585,AK,2019,April,Cocaine (T40.5),10,100.0,0.0,Alaska,11
586,AK,2019,April,Psychostimulants with abuse potential (T43.6),58,100.0,0.0,Alaska,59
587,AK,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",55,100.0,0.0,Alaska,55
588,AK,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42,100.0,0.0,Alaska,43
589,AK,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",50,100.0,0.0,Alaska,50
591,AK,2019,August,Psychostimulants with abuse potential (T43.6),65,100.0,0.0,Alaska,66
592,AK,2019,August,"Synthetic opioids, excl. methadone (T40.4)",20,100.0,0.0,Alaska,20
595,AK,2019,August,Cocaine (T40.5),12,100.0,0.0,Alaska,13
596,AK,2019,August,Natural & semi-synthetic opioids (T40.2),40,100.0,0.0,Alaska,41
597,AK,2019,August,"Opioids (T40.0-T40.4,T40.6)",78,100.0,0.0,Alaska,78
598,AK,2019,August,Number of Drug Overdose Deaths,130,100.0,0.0,Alaska,130
599,AK,2019,August,Heroin (T40.1),43,100.0,0.0,Alaska,44
600,AK,2019,December,Number of Drug Overdose Deaths,133,100.0,0.0,Alaska,133
601,AK,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",60,100.0,0.0,Alaska,60
602,AK,2019,December,Psychostimulants with abuse potential (T43.6),64,100.0,0.0,Alaska,64
606,AK,2019,December,Heroin (T40.1),45,100.0,0.0,Alaska,45
607,AK,2019,December,"Synthetic opioids, excl. methadone (T40.4)",23,100.0,0.0,Alaska,23
608,AK,2019,December,"Opioids (T40.0-T40.4,T40.6)",83,100.0,0.0,Alaska,83
609,AK,2019,December,Natural & semi-synthetic opioids (T40.2),41,100.0,0.0,Alaska,41
610,AK,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",46,100.0,0.0,Alaska,46
612,AK,2019,February,Cocaine (T40.5),11,100.0,0.0,Alaska,11
614,AK,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",51,100.0,0.0,Alaska,51
615,AK,2019,February,"Opioids (T40.0-T40.4,T40.6)",71,100.0,0.0,Alaska,71
616,AK,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",42,100.0,0.0,Alaska,42
617,AK,2019,February,Natural & semi-synthetic opioids (T40.2),40,100.0,0.0,Alaska,40
618,AK,2019,February,Heroin (T40.1),31,100.0,0.0,Alaska,31
619,AK,2019,February,"Synthetic opioids, excl. methadone (T40.4)",16,100.0,0.0,Alaska,16
620,AK,2019,February,Psychostimulants with abuse potential (T43.6),58,100.0,0.0,Alaska,59
622,AK,2019,February,Number of Drug Overdose Deaths,115,100.0,0.0,Alaska,115
625,AK,2019,January,Heroin (T40.1),27,100.0,0.0,Alaska,27
626,AK,2019,January,"Synthetic opioids, excl. methadone (T40.4)",14,100.0,0.0,Alaska,14
627,AK,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",48,100.0,0.0,Alaska,48
628,AK,2019,January,Cocaine (T40.5),10,100.0,0.0,Alaska,10
630,AK,2019,January,"Opioids (T40.0-T40.4,T40.6)",65,100.0,0.0,Alaska,65
631,AK,2019,January,Psychostimulants with abuse potential (T43.6),51,100.0,0.0,Alaska,51
632,AK,2019,January,Natural & semi-synthetic opioids (T40.2),37,100.0,0.0,Alaska,37
633,AK,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",40,100.0,0.0,Alaska,40
634,AK,2019,January,Number of Drug Overdose Deaths,107,100.0,0.0,Alaska,107
635,AK,2019,January,Methadone (T40.3),10,100.0,0.0,Alaska,10
637,AK,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",53,100.0,0.0,Alaska,53
638,AK,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",45,100.0,0.0,Alaska,46
639,AK,2019,July,"Synthetic opioids, excl. methadone (T40.4)",19,100.0,0.0,Alaska,20
640,AK,2019,July,"Opioids (T40.0-T40.4,T40.6)",83,100.0,0.0,Alaska,83
642,AK,2019,July,Psychostimulants with abuse potential (T43.6),66,100.0,0.0,Alaska,67
643,AK,2019,July,Natural & semi-synthetic opioids (T40.2),43,100.0,0.0,Alaska,44
645,AK,2019,July,Number of Drug Overdose Deaths,135,100.0,0.0,Alaska,135
646,AK,2019,July,Heroin (T40.1),43,100.0,0.0,Alaska,44
647,AK,2019,July,Cocaine (T40.5),13,100.0,0.0,Alaska,14
648,AK,2019,June,"Opioids (T40.0-T40.4,T40.6)",81,100.0,0.0,Alaska,81
649,AK,2019,June,Cocaine (T40.5),12,100.0,0.0,Alaska,13
650,AK,2019,June,Psychostimulants with abuse potential (T43.6),65,100.0,0.0,Alaska,66
651,AK,2019,June,Heroin (T40.1),40,100.0,0.0,Alaska,40
652,AK,2019,June,"Synthetic opioids, excl. methadone (T40.4)",20,100.0,0.0,Alaska,20
653,AK,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",53,100.0,0.0,Alaska,53
655,AK,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43,100.0,0.0,Alaska,44
656,AK,2019,June,Natural & semi-synthetic opioids (T40.2),41,100.0,0.0,Alaska,42
658,AK,2019,June,Number of Drug Overdose Deaths,132,100.0,0.0,Alaska,132
660,AK,2019,March,"Opioids (T40.0-T40.4,T40.6)",79,100.0,0.0,Alaska,79
661,AK,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",47,100.0,0.0,Alaska,48
663,AK,2019,March,Number of Drug Overdose Deaths,124,100.0,0.0,Alaska,124
665,AK,2019,March,Psychostimulants with abuse potential (T43.6),62,100.0,0.0,Alaska,63
666,AK,2019,March,Natural & semi-synthetic opioids (T40.2),45,100.0,0.0,Alaska,46
667,AK,2019,March,"Synthetic opioids, excl. methadone (T40.4)",20,100.0,0.0,Alaska,21
669,AK,2019,March,Heroin (T40.1),35,100.0,0.0,Alaska,35
670,AK,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",57,100.0,0.0,Alaska,58
671,AK,2019,March,Cocaine (T40.5),12,100.0,0.0,Alaska,13
673,AK,2019,May,Heroin (T40.1),37,100.0,0.0,Alaska,38
675,AK,2019,May,"Opioids (T40.0-T40.4,T40.6)",80,100.0,0.0,Alaska,80
676,AK,2019,May,Cocaine (T40.5),12,100.0,0.0,Alaska,13
677,AK,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",45,100.0,0.0,Alaska,46
678,AK,2019,May,"Synthetic opioids, excl. methadone (T40.4)",20,100.0,0.0,Alaska,21
679,AK,2019,May,Psychostimulants with abuse potential (T43.6),65,100.0,0.0,Alaska,66
681,AK,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",55,100.0,0.0,Alaska,56
682,AK,2019,May,Natural & semi-synthetic opioids (T40.2),44,100.0,0.0,Alaska,45
683,AK,2019,May,Number of Drug Overdose Deaths,128,100.0,0.0,Alaska,128
684,AK,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",62,100.0,0.0,Alaska,62
685,AK,2019,November,Methadone (T40.3),10,100.0,0.0,Alaska,10
686,AK,2019,November,Number of Drug Overdose Deaths,139,100.0,0.0,Alaska,139
687,AK,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48,100.0,0.0,Alaska,48
688,AK,2019,November,"Opioids (T40.0-T40.4,T40.6)",88,100.0,0.0,Alaska,88
689,AK,2019,November,Natural & semi-synthetic opioids (T40.2),43,100.0,0.0,Alaska,43
691,AK,2019,November,Psychostimulants with abuse potential (T43.6),65,100.0,0.0,Alaska,65
694,AK,2019,November,"Synthetic opioids, excl. methadone (T40.4)",25,100.0,0.0,Alaska,25
695,AK,2019,November,Heroin (T40.1),47,100.0,0.0,Alaska,47
696,AK,2019,October,Methadone (T40.3),10,100.0,0.0,Alaska,11
698,AK,2019,October,Number of Drug Overdose Deaths,146,100.0,0.0,Alaska,146
699,AK,2019,October,"Opioids (T40.0-T40.4,T40.6)",92,100.0,0.0,Alaska,92
700,AK,2019,October,Natural & semi-synthetic opioids (T40.2),44,100.0,0.0,Alaska,45
701,AK,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",63,100.0,0.0,Alaska,63
702,AK,2019,October,Cocaine (T40.5),12,100.0,0.0,Alaska,12
703,AK,2019,October,Heroin (T40.1),49,100.0,0.0,Alaska,49
705,AK,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",48,100.0,0.0,Alaska,49
706,AK,2019,October,"Synthetic opioids, excl. methadone (T40.4)",27,100.0,0.0,Alaska,27
707,AK,2019,October,Psychostimulants with abuse potential (T43.6),69,100.0,0.0,Alaska,70
708,AK,2019,September,Number of Drug Overdose Deaths,136,100.0,0.0,Alaska,136
709,AK,2019,September,Natural & semi-synthetic opioids (T40.2),40,100.0,0.0,Alaska,41
713,AK,2019,September,Heroin (T40.1),44,100.0,0.0,Alaska,44
714,AK,2019,September,"Opioids (T40.0-T40.4,T40.6)",84,100.0,0.0,Alaska,84
715,AK,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",55,100.0,0.0,Alaska,55
716,AK,2019,September,Cocaine (T40.5),12,100.0,0.0,Alaska,12
717,AK,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",43,100.0,0.0,Alaska,44
718,AK,2019,September,"Synthetic opioids, excl. methadone (T40.4)",24,100.0,0.0,Alaska,24
719,AK,2019,September,Psychostimulants with abuse potential (T43.6),64,100.0,0.0,Alaska,65
720,AK,2020,February,"Opioids (T40.0-T40.4,T40.6)",73,100.0,0.0219490781387182,Alaska,73
721,AK,2020,February,Natural & semi-synthetic opioids (T40.2),34,100.0,0.0219490781387182,Alaska,35
723,AK,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",53,100.0,0.0219490781387182,Alaska,53
725,AK,2020,February,Number of Drug Overdose Deaths,125,100.0,0.0219490781387182,Alaska,125
726,AK,2020,February,Psychostimulants with abuse potential (T43.6),60,100.0,0.0219490781387182,Alaska,61
727,AK,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",40,100.0,0.0219490781387182,Alaska,41
730,AK,2020,February,Heroin (T40.1),36,100.0,0.0219490781387182,Alaska,36
731,AK,2020,February,"Synthetic opioids, excl. methadone (T40.4)",24,100.0,0.0219490781387182,Alaska,25
732,AK,2020,January,Natural & semi-synthetic opioids (T40.2),38,100.0,0.0219683655536028,Alaska,38
735,AK,2020,January,Number of Drug Overdose Deaths,134,100.0,0.0219683655536028,Alaska,134
736,AK,2020,January,Psychostimulants with abuse potential (T43.6),65,100.0,0.0219683655536028,Alaska,65
737,AK,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",56,100.0,0.0219683655536028,Alaska,56
740,AK,2020,January,Heroin (T40.1),43,100.0,0.0219683655536028,Alaska,43
741,AK,2020,January,"Synthetic opioids, excl. methadone (T40.4)",24,100.0,0.0219683655536028,Alaska,24
742,AK,2020,January,"Opioids (T40.0-T40.4,T40.6)",80,100.0,0.0219683655536028,Alaska,80
743,AK,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44,100.0,0.0219683655536028,Alaska,44
744,AL,2015,April,Number of Drug Overdose Deaths,738,100.0,0.316424404232176,Alabama,764
748,AL,2015,August,Number of Drug Overdose Deaths,736,100.0,0.33182799921460804,Alabama,763
752,AL,2015,December,Number of Drug Overdose Deaths,720,100.0,0.31059563593473605,Alabama,745
753,AL,2015,February,Number of Drug Overdose Deaths,723,100.0,0.323974082073434,Alabama,749
756,AL,2015,January,Number of Drug Overdose Deaths,715,100.0,0.33708091960519104,Alabama,742
761,AL,2015,July,Number of Drug Overdose Deaths,743,100.0,0.33044196612969895,Alabama,770
762,AL,2015,June,Number of Drug Overdose Deaths,756,100.0,0.34150578388408503,Alabama,785
765,AL,2015,March,Number of Drug Overdose Deaths,733,100.0,0.30899655349997995,Alabama,758
768,AL,2015,May,Number of Drug Overdose Deaths,755,100.0,0.318710903476126,Alabama,782
772,AL,2015,November,Number of Drug Overdose Deaths,725,100.0,0.2935822911162,Alabama,748
776,AL,2015,October,Number of Drug Overdose Deaths,730,100.0,0.30925211876847203,Alabama,755
778,AL,2015,September,Number of Drug Overdose Deaths,744,100.0,0.323250528955411,Alabama,771
782,AL,2016,April,Number of Drug Overdose Deaths,676,100.0,0.27981187116746997,Alabama,697
785,AL,2016,August,Number of Drug Overdose Deaths,685,100.0,0.264008196075341,Alabama,705
788,AL,2016,December,Number of Drug Overdose Deaths,740,100.0,0.270265015263168,Alabama,762
790,AL,2016,February,Number of Drug Overdose Deaths,710,100.0,0.282860251211552,Alabama,732
793,AL,2016,January,Number of Drug Overdose Deaths,706,100.0,0.30276645426841303,Alabama,730
797,AL,2016,July,Number of Drug Overdose Deaths,681,100.0,0.27819979085689506,Alabama,702
800,AL,2016,June,Number of Drug Overdose Deaths,674,100.0,0.264754114555549,Alabama,693
802,AL,2016,March,Number of Drug Overdose Deaths,681,100.0,0.282037022324621,Alabama,702
805,AL,2016,May,Number of Drug Overdose Deaths,654,100.0,0.28310665003662605,Alabama,674
809,AL,2016,November,Number of Drug Overdose Deaths,718,100.0,0.275875562512229,Alabama,740
812,AL,2016,October,Number of Drug Overdose Deaths,704,100.0,0.287011736027836,Alabama,726
814,AL,2016,September,Number of Drug Overdose Deaths,695,100.0,0.265695729187168,Alabama,715
818,AL,2017,April,Number of Drug Overdose Deaths,795,100.0,0.23168706800015398,Alabama,814
821,AL,2017,August,Number of Drug Overdose Deaths,808,100.0,0.184349495919347,Alabama,823
824,AL,2017,December,Number of Drug Overdose Deaths,807,100.0,0.141472460664921,Alabama,818
827,AL,2017,February,Number of Drug Overdose Deaths,759,100.0,0.25610181987505304,Alabama,780
